First name,Last name,Uni ID,Institution,Department,Email address,Groups,Assignment: Assignment 1 (SQL): Marks and Feedback (Real),Assignment: Assignment 2 (Database Theory): Marks and Feedback (Real),Quiz: NoSQL Test (Real),Total marks for quizzes (Real),Lab activities (Lab 1-8) (Real),Final Exam (Real),"Quiz: Quiz for Week 2 (deadline: 11:59pm, Aug 1, Tuesday) (Real)","Quiz: Quiz for Week 3 (deadline 23:59, August 8, Tuesday) (Real)","Quiz: Quiz for Week 4 (deadline: 11:59pm, August 15, Tuesday) (Real)","Quiz: Quiz for Week 5 (deadline: 11:59pm, 22 August, Tuesday) (Real)","Quiz: Quiz for Week 6 (deadline: 11:59pm, 29 August, Tuesday) (Real)","Quiz: Quiz for Week 7 (deadline: 11:59pm, 19 September, Tuesday) (Real)","Quiz: Quiz for Week 8 (deadline 11:59pm, 26 September, Tuesday) (Real)","Quiz: Quiz for Week 9 (deadline: 23:59, 3 October, Tuesday) (Real)","Quiz: Quiz for Week 10 (deadline: 11:59pm, October 10, Tuesday) (Real)","Quiz: Quiz for Week 11 (deadline: 11:59pm, 17 October, Tuesday) (Real)",Attendance: Lab Engagement (Real),Attendance: Lab 8 Engagement (Real),Quiz: DA/PX Exam (Real),Course total (Real),Last downloaded from this course
BOFBWM,ZMVWYT,u0000310,,,u0000310@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/21 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),18.6,10.1,3.6,2.7,2,46.7,0.5,0.5,0.5,0.6,0.6,0.4,0.4,0.5,0.3,-,72.6,102.3,-,83.6,1710372715
SNPUSL,EJVMTV,u0000311,,,u0000311@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,9.2,8.8,2.2,0.8,2.3,24.6,-,-,0.3,-,-,0.2,-,-,0.2,-,53.9,-,35.7,44.2,1710372715
HCNPES,UIJOIT,u0000312,,,u0000312@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),15.9,11.1,2.8,2.9,2.4,45.4,0.3,0.5,0.4,0.5,0.5,-,0.6,0.3,-,0.6,82.8,-,-,82.1,1710372715
ILHXDT,HDCFJH,u0000313,,,u0000313@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.1,12.5,2.7,2.7,2,20.6,0.4,0.5,0.5,0.1,0.3,0.3,0.2,0.3,0.2,0.6,56.2,-,-,56.6,1710372715
PZVGSO,BLLIDN,u0000314,,,u0000314@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24),20.6,12.3,3.6,3.3,2.4,22.7,0.5,0.6,0.4,0.3,0.5,0.3,0.5,0.4,0.5,0.6,105.7,116.3,-,62.8,1710372715
SBQDCH,JMECAQ,u0000315,,,u0000315@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),0,0,-,0,0,-,-,-,-,-,-,-,-,-,-,-,0,-,-,0,1710372715
HELXXC,FYUMVJ,u0000316,,,u0000316@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),5.9,9.4,2.2,3,0,30.3,0.4,0.4,0.3,0.1,0.5,0.3,0.5,0.4,-,0.5,0,-,-,49.3,1710372715
DYHTLI,HZKQWX,u0000317,,,u0000317@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20,13.9,4,3.4,2.3,57.6,0.5,0.5,0.5,0.5,0.6,0.6,0.5,0.4,0.5,0.5,95.1,-,-,104.3,1710372715
OCHIQR,IUZVPP,u0000318,,,u0000318@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.6,16.8,4.5,2.9,2.1,27.3,0.5,0.6,0.6,0.5,0.4,0.6,0.6,0.6,0.5,0.4,98.5,-,-,80.6,1710372715
WDOZEN,VVULEW,u0000319,,,u0000319@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),20.1,11,4.6,3,2.4,43.3,0.4,0.6,0.5,-,0.6,0.3,0.6,-,0.3,0.5,64.1,-,-,88.4,1710372715
UIGSQV,GAIIWQ,u0000320,,,u0000320@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam;Remote,13.9,11.9,4.4,3.1,2.1,16.3,0.5,0.5,0.3,0.6,-,0.5,0.5,-,0.3,0.6,57.6,-,47.6,54.8,1710372715
XJJJVX,FRVMDL,u0000321,,,u0000321@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),6.6,9,3.4,2,2.1,41.4,-,0.4,0.3,0.1,-,0.2,0.3,-,0.3,0.4,54.9,103.3,-,64,1710372715
OTFXFG,DAQAJV,u0000322,,,u0000322@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),19.5,7,4.7,3.4,2.4,33,0.5,0.5,0.5,0.5,0.6,0.6,0.4,0.5,0.3,0.6,88.4,0,-,67.3,1710372715
OOUMVZ,NVVSGT,u0000323,,,u0000323@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),15.8,13.5,4.6,2.9,2.3,43,-,0.5,0.6,0.1,0.5,0.1,0.4,-,0.4,0.5,69.4,-,-,85.3,1710372715
XCHXPS,VKBZSH,u0000324,,,u0000324@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),19.4,12.9,4.6,3.3,2.1,34,0.5,0.5,0.5,0.6,0.5,0.5,0.6,0.4,0.4,0.6,84.1,-,-,76.5,1710372716
BWWQQV,RGSPED,u0000325,,,u0000325@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/23 (Classes 7460/7511),21.4,13.6,3,3.6,2.3,34.3,0.4,0.6,0.4,0.5,0.6,0.2,0.5,0.5,0.5,0.5,65.8,-,-,73.6,1710372716
GMXPQM,MORBEA,u0000326,,,u0000326@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),18.1,13.1,4.8,3.1,2,26.4,0.6,0.3,0.4,0.3,0.6,0.4,0.5,-,0.3,0.6,69.3,-,-,65.2,1710372716
NYIFJJ,NKSJHM,u0000327,,,u0000327@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,10.5,7.1,3,2.6,1.6,18.8,0.4,0.4,0.5,0.1,-,0.4,0.3,-,0.3,-,43.6,-,-,45.1,1710372716
KCYBGS,DYEAHY,u0000328,,,u0000328@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),20.5,13.2,2.1,3.5,2.4,44.5,0.4,0.5,0.5,0.6,0.5,-,0.5,0.5,0.4,0.5,67.5,-,-,94.3,1710372716
YYVUGG,MKKGZD,u0000329,,,u0000329@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.3,13.4,2.6,3.4,2.1,31.1,0.4,0.6,0.5,0.2,0.5,0.5,0.6,0.6,0.4,0.5,90.9,-,-,70.9,1710372716
KSQELP,NJNSFF,u0000330,,,u0000330@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),20.1,11.9,3.6,3.6,2.3,30.6,0.5,0.6,0.5,0.6,0.6,0.4,0.5,0.4,0.5,0.6,101.2,-,-,68.8,1710372716
YEIGHZ,HXZILS,u0000331,,,u0000331@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),13.9,10.7,4.6,2.9,2.2,28.7,0.4,0.5,0.2,0.4,0.6,0.4,0.4,0.3,0.4,0.6,69.6,-,-,61.3,1710372716
ICBDEX,JFDJKG,u0000332,,,u0000332@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19,10.6,3.7,2.9,2.1,37.2,0.4,0.4,0.3,0.4,0.5,0.5,0.6,0.4,-,0.5,85.6,-,-,72.2,1710372716
DKUPCE,LBSPLB,u0000333,,,u0000333@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),23.6,13,3.3,3.2,2.3,31.2,0.6,0.5,0.6,0.5,0.5,0.6,0.6,0.6,0.6,0.6,54.1,-,-,82,1710372716
OROHWL,LEVEPC,u0000334,,,u0000334@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.1,14.5,3.3,3.4,2.1,40.2,0.6,0.4,0.6,0.5,0.6,0.4,0.4,0.5,0.5,0.6,58,-,-,82.3,1710372716
LEUHBJ,MQMJMG,u0000335,,,u0000335@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),20.6,15.3,3.9,3.2,2.1,32.9,0.4,0.3,0.5,0.3,0.5,0.6,0.6,0.4,0.3,0.6,53.8,-,-,79.7,1710372716
IABQIO,OYAQOH,u0000336,,,u0000336@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),20.3,15,3.6,3.1,2.1,44.8,0.4,0.5,0.4,0.6,0.6,0.4,0.6,0.5,0.4,-,82.9,-,-,83,1710372716
GWCHVP,VENUML,u0000337,,,u0000337@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.6,12.3,4.5,3.1,2.1,48.8,0.5,0.6,0.5,0.3,0.6,0.6,0.6,0.5,0.4,0.5,98.3,-,-,83.5,1710372716
XHHGGH,DHVQBW,u0000338,,,u0000338@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),23.3,13.9,5,3.2,2.3,49.3,0.5,0.5,0.6,0.6,0.5,0.5,0.5,0.6,0.5,0.4,100.5,-,-,98.6,1710372716
HVCBJE,WQWWMS,u0000339,,,u0000339@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),0,10.1,-,1.2,0,-,-,0.6,0.5,-,-,-,-,-,-,-,0,-,-,11.5,1710372716
SESPKX,AWUJIW,u0000340,,,u0000340@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19,11.3,2.9,3.4,2.2,46.8,0.2,0.6,0.5,0.2,0.5,0.5,0.6,0.6,0.4,0.5,52.6,-,-,84.4,1710372716
CHLCWN,DDVFPK,u0000341,,,u0000341@anu.edu.au,[MyTT] ComA/06 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),2.6,0,-,0.3,1.1,-,-,-,0.3,-,-,-,-,-,-,-,29.8,-,-,3.9,1710372716
DSGIRB,RKJUFH,u0000342,,,u0000342@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),11.2,11,4.4,2.8,2.1,41,0.5,0.4,0.3,0.4,0.5,0.4,0.5,0.4,0.4,0.6,98.3,-,-,73.7,1710372716
GPJPZT,YGRFIJ,u0000343,,,u0000343@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,8,7.5,3.4,2,1.7,-,0.5,0.4,0.2,0.2,0.2,0.1,-,-,0.3,-,39.7,-,31.9,20.1,1710372716
COHWDJ,UTOZIB,u0000344,,,u0000344@anu.edu.au,[MyTT] ComA/16 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),9.7,5.1,2.7,2,2.2,28.4,0.2,0.5,0.1,-,-,0.4,0.4,0,0.3,0.5,54.9,-,-,52.7,1710372716
FAUJVA,DTGSAL,u0000345,,,u0000345@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),21.9,13.2,3.9,3.4,2.3,43.9,0.2,0.6,0.5,0.4,0.5,0.6,0.6,0.6,0.4,-,78.9,-,-,90.6,1710372716
OWTXXP,IHHPPV,u0000346,,,u0000346@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.9,13.8,3.3,2.2,2,42.7,0.3,0.5,0.4,0.3,0.5,0.2,0.2,0.3,0.4,0.4,79.3,-,-,79.5,1710372716
GETENZ,LVWNGZ,u0000347,,,u0000347@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),16.2,7.6,1.7,2.4,2.3,30.9,0.4,0.6,0.4,-,-,0.4,0.1,-,0.6,-,76,-,-,65.3,1710372716
OULIGW,BEASBB,u0000348,,,u0000348@anu.edu.au,[MyTT] ComA/02 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),11.8,9,2.8,2.7,2.2,28.9,0.3,0.4,0.3,0.4,0.6,0.2,0.5,0.5,0.1,-,91.2,-,-,62.5,1710372716
LWUDBP,XYPYAG,u0000349,,,u0000349@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam;Remote,12.5,9.3,2.5,2.7,1.5,16.2,0.4,0.4,0.4,0.3,0.5,0.2,0.3,0.3,0.3,0.5,39.5,-,36.3,41.1,1710372716
BVIXDU,RFQOVH,u0000350,,,u0000350@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),10.9,7.4,4,3.2,2.2,23.8,0.5,0.4,0.6,0.4,-,0.4,0.6,0.5,0.4,0.5,68.7,-,-,51.7,1710372716
TDMKNJ,NXLGRD,u0000351,,,u0000351@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),23.2,15.5,4.2,3.2,2.4,45.9,0.6,0.5,0.5,0.5,0.5,0.5,0.5,0.6,0.5,0.6,94.2,110.3,-,90.4,1710372716
HNVEIM,HNXZOV,u0000352,,,u0000352@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (01) Wed Oct 11 16:00 - 18:00 (CSIT N115/N116),11.5,12,4.1,2.1,2.3,39,-,0.4,0.4,-,0.3,-,0.2,-,0.3,0.4,94.1,0,-,75.6,1710372716
LSETHW,DOPZFB,u0000353,,,u0000353@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),21.4,11.5,4.1,3.5,2,41.9,0.5,0.6,0.4,0.4,0.6,0.4,0.5,0.5,0.4,0.5,108.4,116.4,-,81.2,1710372716
FRYFFG,MBBHRZ,u0000354,,,u0000354@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/24 (Classes 7460/7511),14,10.8,3.2,2.7,2.1,29.8,0.6,0.4,0.3,0.3,0.4,0.5,0.3,-,-,0.6,55.2,-,-,60.5,1710372716
WHXBPO,XNLKVF,u0000355,,,u0000355@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.4,15,4.1,3.3,2.3,47,0.4,0.6,0.4,0.2,0.5,0.6,0.6,0.6,0.4,0.5,88.3,-,-,96.4,1710372716
PCPTYK,WBDBYL,u0000356,,,u0000356@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24);Supplementary and Deferred Exam;Supp Special Exam Arrangements,21.2,14.2,3.7,3.1,2.1,-,0.6,0.4,0.5,0.5,0.6,0.5,0.5,0.2,0.5,0.5,55.9,-,45,47.2,1710372716
CEICFO,KWCRNH,u0000357,,,u0000357@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/22 (Classes 7460/7511);Lab 8 Option 2 (02) Mon Oct 16 12:00 - 14:00 (HN 1.24),16.2,10.7,3.8,3,2.2,44.2,-,0.4,0.2,0.3,0.5,0.4,0.4,0.4,0.3,0.5,83.4,-,-,83.9,1710372716
SFJEMA,XQOGSC,u0000358,,,u0000358@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.2,12.2,3.1,3.1,2,39.4,0.4,0.6,0.5,0.4,-,0.6,-,0.5,-,-,79.6,-,-,75.9,1710372716
JVPOCM,PVLVPK,u0000359,,,u0000359@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 2 (01) Tue Oct 10 8:00 - 10:00 (CSIT N115/N116),10.4,11.7,2.8,3,2.2,26.7,0.4,0.5,0.3,0.4,0.6,0.6,0.6,0.4,0.6,0.6,100.3,-,-,56.8,1710372716
UYGWNO,GGLNDN,u0000360,,,u0000360@anu.edu.au,[MyTT] ComA/14 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.2,15.1,3.6,3.1,2,38.5,0.5,0.5,0.5,0.6,0.5,0.6,0.5,0.6,0.6,0.6,97.4,-,-,94.7,1710372716
JJVGGB,PYDPYW,u0000361,,,u0000361@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.3,11.2,2.6,3.4,2,39.1,0.5,0.5,0.5,-,0.5,-,0.6,0.4,0.6,0.6,54.8,-,-,85.4,1710372716
GYAQWW,KUBHND,u0000362,,,u0000362@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),17.2,12.3,3.8,3.4,2.2,27.7,0.6,0.4,0.5,0.5,0.6,0.6,0.3,0.5,0.2,0.5,72.5,-,-,62.5,1710372716
KGNCXW,NIQWLT,u0000363,,,u0000363@anu.edu.au,[MyTT] ComA/09 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.9,15.1,3.8,3,2.1,32.9,0.4,0.5,0.4,0.5,0.6,0.6,0.6,0.6,0.5,-,104.1,-,-,69.1,1710372716
HSRZAU,XSKUVV,u0000364,,,u0000364@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.7,8.6,3.2,2.5,1.7,38.2,0.2,0.4,0.3,0.4,0.5,0.1,0.2,0.3,0.2,0.5,43.2,-,-,74.7,1710372716
WGTQCW,IWPWBE,u0000365,,,u0000365@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),19.6,13.6,4.2,3.2,2.4,43,0.5,0.5,0.5,0.5,0.5,0.4,0.5,0.4,0.6,-,65.8,-,-,86.2,1710372716
FDJGKJ,YZVUUC,u0000366,,,u0000366@anu.edu.au,[MyTT] ComA/05 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 1 (02) Mon Oct 16 14:00 - 16:00 (HN 1.24);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),19.9,11.8,3,1.7,2.1,27.3,0.5,-,0.3,0.3,0.5,-,-,0.2,-,-,89.4,-,-,69.6,1710372716
KKMPOJ,AMRFER,u0000367,,,u0000367@anu.edu.au,[MyTT] ComA/13 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),22.4,13.6,3.5,3,2.2,38.3,0.4,0.6,0.6,0.5,0.5,0.6,0.3,0.4,0.2,-,95,101.8,-,75.7,1710372716
AALBXG,DVHOYL,u0000368,,,u0000368@anu.edu.au,[MyTT] LecB/01 (Classes 7460/7511);[MyTT] ComA/25 (Classes 7460/7511),17.4,11.2,3.7,2.8,2.1,33.5,0.5,0.4,0.5,0.4,0.4,0.2,0.4,0.2,0.3,0.6,80.8,-,-,72.5,1710372716
RUDQBS,PSHGJD,u0000369,,,u0000369@anu.edu.au,[MyTT] ComA/15 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21,12.7,3.9,3.5,2.2,36.4,0.6,0.5,0.4,0.4,0.6,0.6,-,0.4,0.3,0.5,83.3,-,-,82.3,1710372716
WWTXAT,KZJMSE,u0000370,,,u0000370@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.4,5.9,3.5,2.3,2.2,30.4,0.6,-,0.5,0.2,0.6,0.3,-,-,0.2,-,91.7,-,-,55,1710372716
QVZKHU,MGINIH,u0000371,,,u0000371@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),18.2,15.1,3.7,3.4,2.3,58.4,0.5,0.6,0.6,0.6,0.5,0.6,0.5,0.5,0.3,0.6,100.5,105.1,-,102.1,1710372716
SKGOXV,DRJFVC,u0000372,,,u0000372@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.1,4.1,-,1.3,2.2,23.3,0.4,0.5,-,0.5,-,-,-,-,-,-,59.1,-,-,42.5,1710372716
RSAPKF,HCDXZK,u0000373,,,u0000373@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.5,2.4,3.6,2.4,0.5,11.5,0.4,0.5,-,0.3,0.6,-,-,0.3,0.2,-,13.3,-,-,32.2,1710372716
AVNPTN,CTEESI,u0000374,,,u0000374@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.5,11.4,2.1,3.1,2.1,35.3,0.4,0.5,0.5,0.6,0.5,0.5,0.6,0.6,0.4,0.4,102.1,-,-,77.8,1710372716
SDJIFL,FJSDIT,u0000375,,,u0000375@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),4.7,12,4.6,3.2,2.3,51,0.4,0.1,-,0.2,0.6,0.4,0.6,0.5,0.5,0.5,63.7,-,-,70.5,1710372716
RRNEOA,TSZOTT,u0000376,,,u0000376@anu.edu.au,[MyTT] ComA/12 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (02) Mon Oct 16 16:00 - 18:00 (HN 1.24),14.7,11.5,3.8,3.1,2.3,44.5,0.6,0.6,-,0.6,0.5,0.2,0.6,0,0.3,0.5,109.1,110.6,-,80.2,1710372716
JYTTUD,MWZRMW,u0000377,,,u0000377@anu.edu.au,[MyTT] ComA/07 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.8,16.8,4,3.1,2.3,42.7,0.6,0.6,0.6,0.6,-,0.5,0.6,0.3,0.4,-,86,-,-,82.4,1710372716
OLSMMT,KKIZRF,u0000378,,,u0000378@anu.edu.au,[MyTT] ComA/19 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),13.3,8.8,5.2,3.2,2.4,35.9,-,0.6,0.3,0.6,0.6,0.5,0.5,0.4,0.3,0.6,54.5,-,-,75.2,1710372716
IGBXOY,EGSPEM,u0000379,,,u0000379@anu.edu.au,[MyTT] ComA/20 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20,15.1,3.4,3,2.3,49.8,0.4,0.6,0.6,-,0.2,0.4,0.5,0,0.3,0.5,52.4,-,-,93.3,1710372716
FTZFHP,NNZSLD,u0000380,,,u0000380@anu.edu.au,[MyTT] ComA/17 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),20.3,14.5,4.2,3.2,2,37.6,0.5,0.6,0.5,0.2,0.5,0.5,0.5,0.4,0.5,0.5,67.3,-,-,80.8,1710372716
VNMRAD,JQGKQD,u0000381,,,u0000381@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Lab 8 Option 3 (01) Thu Oct 12 18:00 - 20:00 (HN 1.24),17.7,15.5,2.9,2.9,2.2,34.6,0.4,0.6,0.5,0.4,0.5,0.5,0.5,0.4,-,-,107.1,104.3,-,74.3,1710372716
JXVAMR,KHPGDF,u0000382,,,u0000382@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),17.5,12.9,3,2.7,2.2,30.6,0.3,0.5,0.3,0.5,0.5,0.2,0.2,0.4,0.3,0.5,82.1,-,-,76.1,1710372716
JBNDGW,MDDIDY,u0000383,,,u0000383@anu.edu.au,[MyTT] ComA/10 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),14.8,7.6,3.4,2.8,2.1,40.2,0.3,0.4,0.5,0.5,0.4,0.2,0.5,0.4,0.5,0.6,94.8,-,-,68.1,1710372716
GCOPAM,JAOEAO,u0000384,,,u0000384@anu.edu.au,[MyTT] ComA/03 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),12.8,12.7,2.9,3,1.7,33,0.4,0.4,0.6,0.4,0.6,-,0.5,-,-,-,44.9,-,-,67.3,1710372716
BYAEUR,AYDXYP,u0000385,,,u0000385@anu.edu.au,[MyTT] ComA/04 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,12.7,8.4,3.5,2.7,2.3,17,0.3,0.5,0.4,0.1,0.1,0.3,0.5,0.5,0.5,0.4,77.2,-,35.6,47,1710372716
TFBDPQ,HTWXWN,u0000386,,,u0000386@anu.edu.au,[MyTT] ComA/18 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511);Supplementary and Deferred Exam,13.1,13,3,2.4,2.2,-,-,0.5,0.4,0.2,0.4,0.2,0.4,0.3,0.5,0.2,83.3,-,28.1,32.5,1710372716
YTYOZO,UAWNMX,u0000387,,,u0000387@anu.edu.au,[MyTT] ComA/01 (Classes 7460/7511);[MyTT] LecB/01 (Classes 7460/7511),21.6,13.7,4.1,2.9,2.3,30.1,0.5,0.5,0.5,0.1,0.5,0.6,-,-,-,0.6,85.8,-,-,82,1710372716
